stock_code,name,sector,subsector
084850,아이티엠반도체,스마트폰,스마트폰/부품
439090,마녀공장,건강미용,건강미용/화장품
067080,대화제약,제약,제약/전문의약품
078020,LS증권,금융,금융/증권
039440,에스티아이,반도체,반도체/장비
060720,KH바텍,스마트폰,스마트폰/부품
013120,동원개발,건설,건설/건설
476060,온코닉테라퓨틱스,바이오,바이오/의약품
114840,아이패밀리에스씨,건강미용,건강미용/화장품
015860,일진홀딩스,지주사,지주사
377190,디앤디플랫폼리츠,금융,금융/부동산
256940,킵스파마,디스플레이,디스플레이/장비
053610,프로텍,반도체,반도체/장비
088260,이리츠코크렙,금융,금융/부동산
003350,한국화장품제조,건강미용,건강미용/화장품
005500,삼진제약,제약,제약/전문의약품
123330,제닉,건강미용,건강미용/화장품
418550,제이오,건설,건설/건설
004360,세방,유통운수,유통운수/운수
199820,제일일렉트릭,에너지,에너지/전기
089980,상아프론테크,자동차,자동차/전기차
122900,아이마켓코리아,유통운수,유통운수/유통
950140,잉글우드랩,건강미용,건강미용/화장품
378340,필에너지,자동차,자동차/전기차
108670,LX하우시스,건자재,건자재/내외장재
237880,클리오,건강미용,건강미용/화장품
214420,토니모리,건강미용,건강미용/화장품
008060,대덕,지주사,지주사
027360,아주IB투자,금융,금융/기타
252990,샘씨엔에스,반도체,반도체/소재
265520,AP시스템,디스플레이,디스플레이/장비
104830,원익머트리얼즈,반도체,반도체/소재
049070,인탑스,스마트폰,스마트폰/부품
036220,오상헬스케어,의료기기,의료기기/기기
012030,DB,IT,IT/서비스
001790,대한제당,음식료,음식료/식료품
270520,앱트뉴로사이언스,에너지,에너지/발전
004430,송원산업,화학,화학/방향족
096760,JW홀딩스,지주사,지주사
107640,한중엔시에스,자동차,자동차/전기차
086390,유니테스트,반도체,반도체/장비
394280,오픈엣지테크놀로지,반도체,반도체/분야
461300,아이스크림미디어,생활,생활/교육
036890,진성티이씨,기계,기계/건설용
001820,삼화콘덴서,전자,전자/제품
023410,유진기업,건자재,건자재/자재
048870,시너지이노베이션,의료기기,의료기기/용품
310200,애니플러스,엔터,엔터/플랫폼
200710,에이디테크놀로지,반도체,반도체/분야
298830,슈어소프트테크,IT,IT/소프트웨어
001340,PKC,화학,화학/제품
007810,코리아써키트,전자,전자/제품
005010,휴스틸,금속,금속/철강
058430,포스코스틸리온,금속,금속/철강
138610,나이벡,의료기기,의료기기/용품
090360,로보스타,기계,기계/자동화
339770,교촌에프앤비,음식료,음식료/유통
051360,토비스,레저,레저/카지노
067390,아스트,기계,기계/방위산업
356860,티엘비,전자,전자/제품
039840,디오,의료기기,의료기기/용품
089970,브이엠,반도체,반도체/장비
389020,자람테크놀로지,통신,통신/장비
037710,광주신세계,유통운수,유통운수/유통
001130,대한제분,음식료,음식료/식료품
001630,종근당홀딩스,지주사,지주사
254490,미래반도체,반도체,반도체/분야
007570,일양약품,제약,제약/전문의약품
034810,해성산업,지주사,지주사
179290,엠아이텍,의료기기,의료기기/용품
024850,HLB이노베이션,반도체,반도체/소재
348340,뉴로메카,기계,기계/자동화
338220,뷰노,의료기기,의료기기/솔루션
099440,스맥,기계,기계/산업용
138490,코오롱ENP,화학,화학/제품
393890,더블유씨피,자동차,자동차/전기차
039570,HDC랩스,건설,건설/전문
025000,KPX케미칼,화학,화학/NCC
182360,큐브엔터,엔터,엔터/플랫폼
014940,오리엔탈정공,조선,조선/기자재
000490,대동,기계,기계/산업용
006060,화승인더,섬유패션,섬유패션/잡화
148150,세경하이테크,스마트폰,스마트폰/부품
000480,CR홀딩스,지주사,지주사
240550,동방메디컬,의료기기,의료기기/기기
372170,윤성에프앤씨,자동차,자동차/전기차
216080,제테마,의료기기,의료기기/기기
457550,우진엔텍,에너지,에너지/발전
001460,BYC,섬유패션,섬유패션/의류
036800,나이스정보통신,IT,IT/결제
199800,툴젠,바이오,바이오/의약품
060150,인선이엔티,건설,건설/환경
110990,디아이티,디스플레이,디스플레이/장비
475400,씨메스,기계,기계/자동화
023760,한국캐피탈,금융,금융/기타
065660,안트로젠,바이오,바이오/의약품
121440,골프존홀딩스,지주사,지주사
000140,하이트진로홀딩스,지주사,지주사
108380,대양전기공업,조선,조선/기자재
095720,웅진씽크빅,생활,생활/교육
290690,소룩스,디스플레이,디스플레이/LED
095700,제넥신,바이오,바이오/의약품
293780,압타바이오,바이오,바이오/의약품
007160,사조산업,음식료,음식료/식료품
304360,에스바이오메딕스,바이오,바이오/의약품
376900,로킷헬스케어,의료기기,의료기기/기기
007860,서연,지주사,지주사
371950,풍원정밀,디스플레이,디스플레이/소재
033640,네패스,반도체,반도체/분야
900290,GRT,디스플레이,디스플레이/소재
003200,일신방직,섬유패션,섬유패션/섬유
044450,KSS해운,유통운수,유통운수/운수
452430,사피엔반도체,반도체,반도체/분야
036030,케이티알파,유통운수,유통운수/유통
043370,피에이치에이,자동차,자동차/부품
114810,한솔아이원스,반도체,반도체/장비
236200,슈프리마,IT,IT/보안
144960,뉴파워프라즈마,반도체,반도체/장비
298690,에어부산,유통운수,유통운수/운수
035810,이지홀딩스,지주사,지주사
168360,펨트론,전자,전자/제품
078520,에이블씨엔씨,건강미용,건강미용/화장품
053210,스카이라이프,엔터,엔터/플랫폼
334890,이지스밸류플러스리츠,금융,금융/부동산
008490,서흥,건강미용,건강미용/건기식
011500,한농화성,화학,화학/제품
487570,HS효성,지주사,지주사
123860,아나패스,반도체,반도체/분야
068930,디지털대성,생활,생활/교육
047560,이스트소프트,IT,IT/보안
117580,대성에너지,에너지,에너지/가스
003000,부광약품,제약,제약/전문의약품
174900,앱클론,바이오,바이오/의약품
205500,넥써쓰,레저,레저/게임
000520,삼일제약,제약,제약/전문의약품
323990,박셀바이오,바이오,바이오/의약품
452260,한화갤러리아,유통운수,유통운수/유통
001780,알루코,금속,금속/비철
035510,신세계 I&C,IT,IT/서비스
459510,나우로보틱스,기계,기계/자동화
001750,한양증권,금융,금융/증권
000430,대원강업,자동차,자동차/부품
004980,성신양회,건자재,건자재/자재
118990,모트렉스,자동차,자동차/부품
084680,이월드,섬유패션,섬유패션/잡화
002900,TYM,기계,기계/산업용
037560,LG헬로비전,엔터,엔터/플랫폼
126700,하이비젼시스템,스마트폰,스마트폰/기타
005710,대원산업,자동차,자동차/부품
033920,무학,음식료,음식료/음료
042370,비츠로테크,에너지,에너지/전기
002150,도화엔지니어링,건설,건설/건설
018000,유니슨,에너지,에너지/발전
158430,아톤,IT,IT/보안
016580,환인제약,제약,제약/전문의약품
016880,웅진,지주사,지주사
010820,퍼스텍,기계,기계/방위산업
001250,GS글로벌,유통운수,유통운수/유통
136150,원일티엔아이,에너지,에너지/가스
005680,삼영전자,전자,전자/제품
356680,엑스게이트,IT,IT/보안
028100,동아지질,건설,건설/건설
092040,아미코젠,바이오,바이오/효소
476040,오가노이드사이언스,바이오,바이오/의약품
080160,모두투어,레저,레저/여행
061970,LB세미콘,반도체,반도체/분야
203400,에이비온,바이오,바이오/의약품
102460,이연제약,제약,제약/전문의약품
417310,코람코더원리츠,금융,금융/부동산
005160,동국산업,금속,금속/철강
394800,쓰리빌리언,의료기기,의료기기/기기
042420,네오위즈홀딩스,지주사,지주사
230240,에치에프알,통신,통신/장비
102260,동성케미컬,지주사,지주사
101970,우양에이치씨,건설,건설/건설
105840,우진,기계,기계/부품
293480,하나제약,제약,제약/전문의약품
064820,케이프,조선,조선/기자재
053690,한미글로벌,건설,건설/건설
079960,동양이엔피,전자,전자/제품
006340,대원전선,에너지,에너지/전기
307750,국전약품,제약,제약/원료의약품
101530,해태제과식품,음식료,음식료/기호식품
005430,한국공항,유통운수,유통운수/운수
272550,삼양패키징,음식료,음식료/포장류
263860,지니언스,IT,IT/보안
030210,다올투자증권,금융,금융/증권
271980,제일약품,제약,제약/전문의약품
036200,유니셈,반도체,반도체/장비
404990,신한서부티엔디리츠,금융,금융/부동산
213500,한솔제지,생활,생활/제지
104460,디와이피엔에프,기계,기계/자동화
105550,엣지파운드리,자동차,자동차/부품
017890,한국알콜,화학,화학/NCC
000050,경방,유통운수,유통운수/유통
305090,마이크로디지탈,의료기기,의료기기/기기
051370,인터플렉스,스마트폰,스마트폰/부품
484810,티엑스알로보틱스,기계,기계/자동화
270660,에브리봇,전자,전자/제품
053580,웹케시,IT,IT/소프트웨어
039830,오로라,엔터,엔터/콘텐츠
214180,헥토이노베이션,IT,IT/결제
190510,나무가,스마트폰,스마트폰/부품
035080,그래디언트,유통운수,유통운수/유통
100120,뷰웍스,의료기기,의료기기/기기
288330,브릿지바이오테라퓨틱스,바이오,바이오/의약품
117730,티로보틱스,기계,기계/자동화
263720,디앤씨미디어,엔터,엔터/콘텐츠
112290,와이씨켐,반도체,반도체/소재
046440,KG모빌리언스,IT,IT/결제
071840,롯데하이마트,전자,전자/유통
360070,탑머티리얼,자동차,자동차/전기차
019680,대교,생활,생활/교육
255220,SG,건자재,건자재/자재
086820,바이오솔루션,바이오,바이오/의약품
036560,KZ정밀,기계,기계/부품
067280,멀티캠퍼스,생활,생활/교육
285490,노바텍,전자,전자/부품
458650,성우,자동차,자동차/전기차
003650,미창석유,화학,화학/제품
065710,서호전기,유통운수,유통운수/운수
086890,이수앱지스,제약,제약/전문의약품
032620,유비케어,의료기기,의료기기/솔루션
368770,파이버프로,전자,전자/제품
234080,JW생명과학,제약,제약/분야
092130,이크레더블,금융,금융/기타
038390,레드캡투어,자동차,자동차/유통
007460,에이프로젠,제약,제약/전문의약품
036420,콘텐트리중앙,엔터,엔터/플랫폼
070960,모나용평,레저,레저/여행
362320,청담글로벌,건강미용,건강미용/화장품
054450,텔레칩스,반도체,반도체/분야
460850,동국씨엠,금속,금속/철강
011000,진원생명과학,바이오,바이오/CMO
950130,엑세스바이오,의료기기,의료기기/기기
004560,현대비앤지스틸,금속,금속/철강
122450,KX,레저,레저/스포츠
102120,어보브반도체,반도체,반도체/분야
018470,조일알미늄,금속,금속/비철
126600,BGF에코머티리얼즈,자동차,자동차/부품
019210,와이지-원,기계,기계/부품
267320,나인테크,자동차,자동차/전기차
036190,금화피에스시,에너지,에너지/발전
096250,와이즈넛,IT,IT/소프트웨어
083930,아바코,디스플레이,디스플레이/장비
234340,헥토파이낸셜,IT,IT/결제
095570,AJ네트웍스,전자,전자/유통
091120,이엠텍,스마트폰,스마트폰/기타
023910,대한약품,제약,제약/분야
002100,경농,화학,화학/제품
432720,퀄리타스반도체,반도체,반도체/분야
069510,에스텍,자동차,자동차/부품
000020,동화약품,제약,제약/일반의약품
044820,코스맥스비티아이,지주사,지주사
134380,미원화학,화학,화학/제품
083420,그린케미칼,화학,화학/제품
115310,인포바인,IT,IT/보안
037460,삼지전자,전자,전자/유통
024060,흥구석유,화학,화학/제품
210980,SK디앤디,금융,금융/부동산
088800,에이스테크,통신,통신/장비
109740,디에스케이,디스플레이,디스플레이/장비
077360,덕산하이메탈,반도체,반도체/소재
004710,한솔테크닉스,전자,전자/부품
081000,일진다이아,금속,금속/비철
126340,비나텍,전자,전자/제품
080420,모다이노칩,전자,전자/부품
482630,삼양엔씨켐,반도체,반도체/소재
011040,경동제약,제약,제약/전문의약품
100250,진양홀딩스,지주사,지주사
297090,씨에스베어링,에너지,에너지/발전
071280,로체시스템즈,반도체,반도체/장비
009070,KCTC,유통운수,유통운수/운수
201490,미투온,레저,레저/게임
353810,이지바이오,음식료,음식료/식료품
337930,젝시믹스,섬유패션,섬유패션/의류
108230,톱텍,기계,기계/자동화
464080,에스오에스랩,자동차,자동차/부품
054210,이랜텍,스마트폰,스마트폰/부품
003070,코오롱글로벌,건설,건설/건설
083310,엘오티베큠,반도체,반도체/장비
241520,DSC인베스트먼트,금융,금융/기타
089600,KT나스미디어,엔터,엔터/콘텐츠
299030,하나기술,자동차,자동차/전기차
211270,AP위성,통신,통신/장비
125020,티씨머티리얼즈,에너지,에너지/전기
203650,드림시큐리티,전자,전자/유통
123040,엠에스오토텍,자동차,자동차/부품
009270,신원,섬유패션,섬유패션/의류
205470,휴마시스,의료기기,의료기기/기기
003830,대한화섬,화학,화학/방향족
010580,에스엠벡셀,자동차,자동차/부품
090350,노루페인트,건자재,건자재/내외장재
122990,와이솔,스마트폰,스마트폰/부품
039980,폴라리스AI,섬유패션,섬유패션/잡화
298540,더네이쳐홀딩스,섬유패션,섬유패션/의류
456010,아이씨티케이,IT,IT/보안
388050,지투파워,에너지,에너지/전기
053350,이니텍,IT,IT/소프트웨어
073010,케이에스피,조선,조선/기자재
004090,한국석유,화학,화학/제품
033160,엠케이전자,반도체,반도체/소재
068290,삼성출판사,생활,생활/교육
003610,방림,섬유패션,섬유패션/섬유
143160,아이디스,IT,IT/보안
462520,조선내화,금속,금속/철강
107590,미원홀딩스,지주사,지주사
009470,삼화전기,전자,전자/제품
025820,이구산업,금속,금속/비철
015230,대창단조,기계,기계/건설용
013990,아가방컴퍼니,섬유패션,섬유패션/의류
013580,계룡건설,건설,건설/건설
338840,와이바이오로직스,바이오,바이오/의약품
439580,블루엠텍,제약,제약/분야
453450,그리드위즈,에너지,에너지/전기
078070,유비쿼스홀딩스,지주사,지주사
098120,마이크로컨텍솔,반도체,반도체/소재
322310,오로스테크놀로지,반도체,반도체/장비
086980,쇼박스,엔터,엔터/콘텐츠
363280,티와이홀딩스,지주사,지주사
011330,유니켐,섬유패션,섬유패션/피혁
234690,녹십자웰빙,제약,제약/분야
009580,무림P&P,생활,생활/제지
016450,한세예스24홀딩스,지주사,지주사
092460,한라IMS,조선,조선/기자재
123690,한국화장품,건강미용,건강미용/화장품
047310,파워로직스,스마트폰,스마트폰/부품
089890,코세스,반도체,반도체/장비
038290,마크로젠,의료기기,의료기기/기기
025950,동신건설,건설,건설/건설
063080,컴투스홀딩스,레저,레저/게임
192440,슈피겐코리아,스마트폰,스마트폰/기타
084650,랩지노믹스,의료기기,의료기기/기기
143240,사람인,IT,IT/서비스
000390,삼화페인트,건자재,건자재/내외장재
078150,HB테크놀러지,디스플레이,디스플레이/소재
109610,에스와이,건자재,건자재/내외장재
297890,HB솔루션,디스플레이,디스플레이/장비
104480,티케이케미칼,화학,화학/방향족
389140,포바이포,엔터,엔터/콘텐츠
004250,NPC,화학,화학/제품
000970,한국주철관,금속,금속/철강
005950,이수화학,화학,화학/제품
002390,한독,제약,제약/전문의약품
002170,삼양통상,섬유패션,섬유패션/피혁
330860,네패스아크,반도체,반도체/분야
071200,인피니트헬스케어,의료기기,의료기기/솔루션
377030,비트맥스,엔터,엔터/콘텐츠
052330,코텍,레저,레저/카지노
066620,국보디자인,건설,건설/전문
251120,바이오에프디엔씨,제약,제약/원료의약품
000860,강남제비스코,건자재,건자재/내외장재
004140,동방,유통운수,유통운수/운수
450140,코오롱모빌리티그룹,자동차,자동차/유통
003460,유화증권,금융,금융/증권
032300,한국파마,제약,제약/전문의약품
092200,디아이씨,자동차,자동차/부품
299900,위지윅스튜디오,엔터,엔터/콘텐츠
023600,삼보판지,생활,생활/제지
079430,현대리바트,생활,생활/가구
462350,이노스페이스,기계,기계/방위산업
094820,일진파워,에너지,에너지/발전
006840,AK홀딩스,지주사,지주사
004970,신라교역,음식료,음식료/식료품
131370,알서포트,IT,IT/소프트웨어
007110,일신석재,건자재,건자재/자재
051160,지어소프트,유통운수,유통운수/유통
063570,NICE인프라,IT,IT/결제
443670,에스피소프트,IT,IT/소프트웨어
059210,메타바이오메드,의료기기,의료기기/용품
027970,한국제지,생활,생활/제지
037070,파세코,전자,전자/제품
000700,유수홀딩스,지주사,지주사
053080,케이엔솔,반도체,반도체/장비
100130,동국S&C,에너지,에너지/발전
336680,탑런토탈솔루션,자동차,자동차/부품
003480,한진중공업홀딩스,지주사,지주사
092220,KEC,반도체,반도체/분야
008350,남선알미늄,건자재,건자재/내외장재
008040,사조동아원,음식료,음식료/식료품
274090,켄코아에어로스페이스,기계,기계/방위산업
303810,동국생명과학,의료기기,의료기기/용품
060590,씨티씨바이오,제약,제약/분야
015890,태경산업,금속,금속/철강
205100,엑셈,IT,IT/서비스
038110,에코플라스틱,자동차,자동차/부품
460870,에스엠씨지,건강미용,건강미용/화장품
079810,디이엔티,디스플레이,디스플레이/장비
063170,서울옥션,유통운수,유통운수/유통
382900,범한퓨얼셀,에너지,에너지/전기
139990,아주스틸,금속,금속/철강
090850,현대이지웰,유통운수,유통운수/유통
136540,윈스테크넷,IT,IT/보안
405100,큐알티,반도체,반도체/분야
016710,대성홀딩스,지주사,지주사
024090,디씨엠,금속,금속/철강
322510,제이엘케이,의료기기,의료기기/솔루션
006910,보성파워텍,에너지,에너지/전기
175140,휴먼테크놀로지,스마트폰,스마트폰/기타
096240,크레버스,생활,생활/교육
008830,대동기어,기계,기계/부품
078140,대봉엘에스,건강미용,건강미용/화장품
217820,원익피앤이,자동차,자동차/전기차
005860,한일사료,음식료,음식료/식료품
094280,효성ITX,통신,통신/컨택센터
354320,알멕,자동차,자동차/전기차
243840,신흥에스이씨,자동차,자동차/전기차
001360,삼성제약,제약,제약/전문의약품
012320,경동인베스트,지주사,지주사
073490,이노와이어리스,통신,통신/장비
031440,신세계푸드,음식료,음식료/유통
001520,동양,건자재,건자재/자재
210540,디와이파워,기계,기계/건설용
007330,푸른저축은행,금융,금융/은행
163280,에어레인,에너지,에너지/발전
361390,제노코,기계,기계/방위산업
418420,라온텍,반도체,반도체/분야
350520,이지스레지던스리츠,금융,금융/부동산
012800,대창,금속,금속/비철
023440,제이스코홀딩스,금속,금속/철강
006490,인스코비,통신,통신/장비
049720,고려신용정보,금융,금융/기타
092070,디엔에프,반도체,반도체/소재
235980,메드팩토,바이오,바이오/의약품
251370,와이엠티,전자,전자/제품
475580,에이럭스,생활,생활/교육
408900,스튜디오미르,엔터,엔터/콘텐츠
289220,자이언트스텝,엔터,엔터/콘텐츠
093640,케이알엠,반도체,반도체/분야
014710,사조씨푸드,음식료,음식료/식료품
007210,벽산,건자재,건자재/내외장재
052260,현대바이오랜드,건강미용,건강미용/화장품
156100,엘앤케이바이오,의료기기,의료기기/용품
206560,덱스터,엔터,엔터/콘텐츠
006620,동구바이오제약,제약,제약/전문의약품
060570,드림어스컴퍼니,엔터,엔터/플랫폼
005990,매일홀딩스,지주사,지주사
069460,대호에이엘,금속,금속/비철
086710,선진뷰티사이언스,건강미용,건강미용/화장품
084990,헬릭스미스,바이오,바이오/의약품
014580,태경비케이,금속,금속/철강
048530,인트론바이오,의료기기,의료기기/기기
017370,우신시스템,자동차,자동차/부품
226400,오스테오닉,의료기기,의료기기/용품
011280,태림포장,생활,생활/제지
382840,원준,자동차,자동차/전기차
191420,테고사이언스,바이오,바이오/의약품
041440,현대에버다임,기계,기계/건설용
425040,티이엠씨,반도체,반도체/소재
092190,서울바이오시스,디스플레이,디스플레이/LED
009780,엠에스씨,음식료,음식료/식료품
418470,KT밀리의서재,유통운수,유통운수/유통
290670,대보마그네틱,자동차,자동차/전기차
272110,케이엔제이,반도체,반도체/소재
400760,NH올원리츠,금융,금융/부동산
282880,코윈테크,자동차,자동차/전기차
123410,코리아에프티,자동차,자동차/부품
064800,포니링크,섬유패션,섬유패션/의류
054920,한컴위드,유통운수,유통운수/유통
027710,팜스토리,음식료,음식료/식료품
365330,에스와이스틸텍,건자재,건자재/자재
014280,금강공업,건자재,건자재/자재
078000,텔코웨어,통신,통신/솔루션
067000,조이시티,레저,레저/게임
007540,샘표,지주사,지주사
040300,YTN,엔터,엔터/플랫폼
067990,도이치모터스,자동차,자동차/유통
411080,샌즈랩,IT,IT/보안
377480,마음AI,IT,IT/서비스
049950,미래컴퍼니,디스플레이,디스플레이/장비
002620,제일파마홀딩스,지주사,지주사
140670,알에스오토메이션,기계,기계/자동화
005870,휴니드,기계,기계/방위산업
317400,자이에스앤디,건설,건설/건설
264850,이랜시스,전자,전자/부품
078350,한양디지텍,반도체,반도체/장비
014970,삼륭물산,음식료,음식료/포장류
052710,아모텍,스마트폰,스마트폰/부품
020120,키다리스튜디오,엔터,엔터/콘텐츠
443250,레뷰코퍼레이션,유통운수,유통운수/유통
290550,디케이티,스마트폰,스마트폰/부품
054050,농우바이오,음식료,음식료/식료품
029480,광무,통신,통신/장비
950190,고스트스튜디오,레저,레저/게임
012610,경인양행,화학,화학/제품
451760,컨텍,기계,기계/방위산업
004080,신흥,의료기기,의료기기/용품
004150,한솔홀딩스,지주사,지주사
083790,CG인바이츠,제약,제약/전문의약품
214260,라파스,건강미용,건강미용/화장품
010100,한국무브넥스,자동차,자동차/부품
244920,에이플러스에셋,금융,금융/보험
033340,좋은사람들,섬유패션,섬유패션/의류
393970,대진첨단소재,자동차,자동차/전기차
106190,하이텍팜,제약,제약/원료의약품
030960,양지사,생활,생활/교육
267850,아시아나IDT,IT,IT/서비스
083660,CSA 코스믹,건강미용,건강미용/화장품
011560,세보엠이씨,반도체,반도체/장비
214330,금호에이치티,디스플레이,디스플레이/LED
376270,에이치이엠파마,바이오,바이오/효소
039340,한국경제TV,엔터,엔터/플랫폼
321550,티움바이오,바이오,바이오/의약품
003720,삼영,음식료,음식료/포장류
419120,산돌,IT,IT/소프트웨어
463480,모티브링크,자동차,자동차/전기차
003100,선광,유통운수,유통운수/운수
072870,메가스터디,생활,생활/교육
095190,이엠코리아,기계,기계/방위산업
225530,HC보광산업,건자재,건자재/자재
119830,아이텍,반도체,반도체/분야
089470,HDC현대EP,자동차,자동차/부품
048910,대원미디어,엔터,엔터/콘텐츠
052420,오성첨단소재,디스플레이,디스플레이/소재
207760,미스터블루,엔터,엔터/콘텐츠
204610,티쓰리,레저,레저/게임
042510,라온시큐어,IT,IT/보안
003580,HLB글로벌,음식료,음식료/유통
311690,CJ 바이오사이언스,바이오,바이오/효소
332570,PS일렉트로닉스,스마트폰,스마트폰/부품
048550,SM C&C,엔터,엔터/콘텐츠
018120,진로발효,음식료,음식료/음료
035000,HS애드,엔터,엔터/콘텐츠
063160,종근당바이오,제약,제약/원료의약품
092870,엑시콘,반도체,반도체/장비
448710,코츠테크놀로지,기계,기계/방위산업
160980,싸이맥스,반도체,반도체/장비
001020,페이퍼코리아,생활,생활/제지
086960,MDS테크,IT,IT/소프트웨어
019440,세아특수강,금속,금속/철강
333430,일승,조선,조선/기자재
474170,루미르,기계,기계/방위산업
241770,메카로,반도체,반도체/소재
131400,이브이첨단소재,스마트폰,스마트폰/부품
019550,SBI인베스트먼트,금융,금융/기타
456070,이엔셀,바이오,바이오/CMO
149950,아바텍,디스플레이,디스플레이/장비
002990,금호건설,건설,건설/건설
049960,쎌바이오텍,건강미용,건강미용/건기식
293580,나우IB,금융,금융/기타
123420,위메이드플레이,레저,레저/게임
389500,에스비비테크,기계,기계/자동화
054800,아이디스홀딩스,지주사,지주사
004310,현대약품,제약,제약/일반의약품
026150,특수건설,건설,건설/건설
044990,에이치엔에스하이텍,디스플레이,디스플레이/소재
058630,엠게임,레저,레저/게임
067900,와이엔텍,유통운수,유통운수/운수
120030,조선선재,금속,금속/철강
435570,에르코스,음식료,음식료/유통
014160,대영포장,생활,생활/제지
124560,태웅로직스,유통운수,유통운수/운수
033530,SJG세종,자동차,자동차/부품
102370,케이옥션,유통운수,유통운수/유통
136410,아셈스,화학,화학/제품
142210,유니트론텍,반도체,반도체/분야
049470,SGA,IT,IT/서비스
012700,리드코프,금융,금융/기타
452280,한선엔지니어링,기계,기계/부품
006890,태경케미컬,화학,화학/제품
003060,에이프로젠바이오로직스,제약,제약/전문의약품
005960,동부건설,건설,건설/건설
278650,HLB바이오스텝,바이오,바이오/의약품
315640,딥노이드,의료기기,의료기기/솔루션
248170,샘표식품,음식료,음식료/식료품
014530,극동유화,화학,화학/제품
043610,KT지니뮤직,엔터,엔터/플랫폼
424960,스마트레이더시스템,자동차,자동차/부품
214390,경보제약,제약,제약/원료의약품
077500,유니퀘스트,반도체,반도체/분야
163730,핑거,IT,IT/서비스
396470,워트,반도체,반도체/장비
480370,씨케이솔루션,자동차,자동차/전기차
214680,디알텍,의료기기,의료기기/기기
282720,금양그린파워,건설,건설/건설
033290,코웰패션,유통운수,유통운수/운수
950220,네오이뮨텍,바이오,바이오/의약품
101670,하이드로리튬,건설,건설/건설
093190,빅솔론,전자,전자/제품
032940,원익,의료기기,의료기기/기기
370090,퓨런티어,전자,전자/제품
066590,우수AMS,자동차,자동차/부품
214270,FSN,엔터,엔터/콘텐츠
267290,경동도시가스,에너지,에너지/가스
199430,케이엔알시스템,기계,기계/자동화
099750,이지케어텍,의료기기,의료기기/솔루션
013570,디와이,지주사,지주사
264450,유비쿼스,통신,통신/장비
147830,제룡산업,에너지,에너지/전기
011690,와이투솔루션,전자,전자/제품
317770,엑스페릭스,IT,IT/보안
005800,신영와코루,섬유패션,섬유패션/의류
080580,오킨스전자,반도체,반도체/소재
264660,씨앤지하이테크,반도체,반도체/장비
170920,엘티씨,디스플레이,디스플레이/소재
044340,위닉스,전자,전자/제품
023900,풍국주정,음식료,음식료/음료
039610,화성밸브,기계,기계/부품
071090,하이스틸,금속,금속/철강
146320,비씨엔씨,반도체,반도체/소재
049520,유아이엘,스마트폰,스마트폰/부품
100700,세운메디칼,의료기기,의료기기/용품
002200,한국수출포장,생활,생활/제지
011700,한신기계,기계,기계/부품
461030,아이엠비디엑스,의료기기,의료기기/기기
382150,온코크로스,바이오,바이오/의약품
021080,에이티넘인베스트,금융,금융/기타
065450,빅텍,기계,기계/방위산업
042520,한스바이오메드,의료기기,의료기기/용품
220260,켐트로스,자동차,자동차/전기차
451250,삐아,건강미용,건강미용/화장품
009300,삼아제약,제약,제약/전문의약품
005740,크라운해태홀딩스,지주사,지주사
227840,현대코퍼레이션홀딩스,지주사,지주사
093240,형지엘리트,섬유패션,섬유패션/의류
413640,비아이매트릭스,IT,IT/소프트웨어
264900,크라운제과,음식료,음식료/기호식품
017550,수산세보틱스,기계,기계/건설용
002450,삼익악기,엔터,엔터/플랫폼
489500,엘케이켐,반도체,반도체/소재
035610,솔본,지주사,지주사
228670,레이,의료기기,의료기기/용품
260930,씨티케이,건강미용,건강미용/화장품
039560,다산네트웍스,통신,통신/장비
289930,웨이비스,기계,기계/방위산업
034590,인천도시가스,에너지,에너지/가스
317870,엔바이오니아,생활,생활/가정용품
131030,옵투스제약,제약,제약/전문의약품
064290,인텍플러스,반도체,반도체/장비
058850,KTcs,통신,통신/컨택센터
299660,셀리드,바이오,바이오/의약품
219130,타이거일렉,전자,전자/제품
382800,지앤비에스 에코,반도체,반도체/장비
110790,크리스에프앤씨,섬유패션,섬유패션/의류
013310,아진산업,자동차,자동차/부품
045660,에이텍,전자,전자/제품
066700,테라젠이텍스,의료기기,의료기기/기기
042600,새로닉스,전자,전자/부품
083500,에프엔에스테크,디스플레이,디스플레이/장비
027050,코리아나,건강미용,건강미용/화장품
452400,이닉스,자동차,자동차/전기차
408920,메쎄이상,엔터,엔터/인프라
023450,동남합성,화학,화학/제품
088390,이녹스,지주사,지주사
010660,화천기계,기계,기계/산업용
039860,나노엔텍,의료기기,의료기기/기기
228850,레이언스,의료기기,의료기기/기기
002460,HS화성,건설,건설/건설
016740,두올,자동차,자동차/부품
168330,내츄럴엔도텍,건강미용,건강미용/화장품
041920,메디아나,의료기기,의료기기/기기
006660,삼성공조,자동차,자동차/부품
039020,이건홀딩스,지주사,지주사
019010,베뉴지,유통운수,유통운수/유통
065510,휴비츠,의료기기,의료기기/기기
309960,LB인베스트먼트,금융,금융/기타
004890,동일산업,금속,금속/철강
208370,셀바스헬스케어,의료기기,의료기기/기기
021320,KCC건설,건설,건설/건설
452190,한빛레이저,자동차,자동차/전기차
082850,우리바이오,디스플레이,디스플레이/LED
402490,그린리소스,반도체,반도체/소재
115500,케이씨에스,IT,IT/서비스
017900,광전자,전자,전자/부품
056090,시지메드텍,의료기기,의료기기/용품
000180,성창기업지주,지주사,지주사
002780,진흥기업,건설,건설/건설
